"Vertical_Segment","Lithography","Recommended_Customer_Price","nb_of_Cores","nb_of_Threads","Processor_Base_Frequency","Cache_size","Cache_type","Max_Memory_Size","Max_Memory_Bandwidth","Execute_Disable_Bit"
"Mobile",14,393,2,4,1300,4,"SmartCache",16,29.8,"Yes"
"Mobile",14,297,4,8,1600,6,"SmartCache",32,34.1,"Yes"
"Mobile",14,409,4,8,1800,8,"SmartCache",32,34.1,"Yes"
"Desktop",32,305,4,8,3600,10,"SmartCache",64.23,51.2,"Yes"
"Mobile",14,281,2,4,1200,4,"SmartCache",16,29.8,"Yes"
"Mobile",14,107,2,2,1500,2,NA,16,25.6,"Yes"
"Desktop",22,42,2,2,2600,2,"SmartCache",32,21,"Yes"
"Mobile",22,134,2,2,2400,2,"SmartCache",32,25.6,"Yes"
"Mobile",14,161,2,4,1900,2,NA,16,25.6,"Yes"
"Mobile",14,161,2,4,2100,2,"SmartCache",32,34.1,"Yes"
"Mobile",14,161,4,4,1600,2,"L2",8,25.6,"Yes"
"Embedded",NA,7.75,1,1,32,0.0078125,NA,32,25.6,NA
"Desktop",22,94,4,4,2410,2,"L2",8,25.6,"Yes"
"Desktop",22,94,4,4,2410,2,"L2",8,21.3,"Yes"
"Desktop",14,161,4,4,1500,2,NA,8,25.6,"Yes"
"Mobile",14,161,4,4,1600,2,"L2",8,25.6,"Yes"
"Mobile",22,161,4,4,2170,2,NA,8,25.6,"Yes"
"Mobile",22,161,4,4,2160,2,NA,8,25.6,"Yes"
"Mobile",22,161,4,4,2160,2,"L2",8,21.32,"Yes"
"Mobile",14,161,4,4,1100,2,"L2",8,25.6,"Yes"
"Mobile",14,161,2,4,1500,2,"SmartCache",16,29.8,"Yes"
"Mobile",14,161,2,4,1600,2,"SmartCache",16,29.8,"Yes"
"Mobile",14,161,2,4,1500,2,"SmartCache",16,29.8,"Yes"
"Mobile",14,161,2,4,2300,2,"SmartCache",32,34.1,"Yes"
"Mobile",14,161,2,2,1900,2,NA,16,25.6,"Yes"
"Mobile",22,161,2,2,1200,2,"SmartCache",16,25.6,"Yes"
"Mobile",22,134,2,2,2400,2,NA,32,25.6,"Yes"
"Mobile",22,161,2,2,1700,2,"SmartCache",16,25.6,"Yes"
"Mobile",22,134,2,2,2300,2,"SmartCache",32,25.6,"Yes"
"Mobile",22,134,2,2,1800,2,"SmartCache",32,25.6,"Yes"
"Mobile",22,134,2,2,2500,2,"SmartCache",32,25.6,"Yes"
"Mobile",22,134,2,2,1900,2,"SmartCache",32,25.6,"Yes"
"Mobile",22,86,4,4,2410,2,"L2",8,21.3,"Yes"
"Embedded",22,156,2,2,1400,6,"SmartCache",384,38.4,"Yes"
"Desktop",32,64,2,2,2600,3,"SmartCache",32,17,"Yes"
"Desktop",32,73.5,2,2,2200,3,"SmartCache",32,17,"Yes"
"Embedded",NA,168,2,4,1500,3,"L3",32,21.3,"Yes"
"Desktop",32,75,2,2,2800,3,"SmartCache",32,21,"Yes"
"Desktop",32,71,2,2,2900,3,"SmartCache",32,21,"Yes"
"Desktop",32,64,2,2,2700,3,"SmartCache",32,17,"Yes"
"Desktop",32,75,2,2,3000,3,"SmartCache",32,21,"Yes"
"Desktop",32,72,2,2,2300,3,"SmartCache",32,17,"Yes"
"Desktop",45,93,2,4,3330,2,"SmartCache",32,25.6,"Yes"
"Desktop",65,316,2,4,3600,4,"L2",32,25.6,"Yes"
"Desktop",65,224,2,4,3400,4,"L2",32,25.6,"Yes"
"Desktop",32,82,2,2,3100,3,"SmartCache",32,21,"Yes"
"Desktop",32,64,2,2,2800,3,"SmartCache",32,17,"Yes"
"Desktop",45,72,2,4,3200,2,NA,32,25.6,"Yes"
"Desktop",65,163,2,4,3400,4,"L2",32,25.6,"Yes"
"Desktop",32,68,2,2,2400,3,"SmartCache",32,17,"Yes"
"Desktop",45,64,2,4,3000,2,"SmartCache",32,25.6,"Yes"
"Desktop",65,183,2,4,3200,4,"L2",32,25.6,"Yes"
"Desktop",65,81,1,2,3400,2,"L2",32,25.6,"Yes"
"Desktop",45,75,2,4,3060,2,"SmartCache",32,25.6,"Yes"
"Desktop",45,72,2,4,2800,2,"SmartCache",32,25.6,"Yes"
"Desktop",65,84,2,4,3200,4,"L2",32,25.6,"Yes"
"Desktop",32,64,2,2,2900,3,"SmartCache",32,17,"Yes"
"Desktop",65,178,2,4,3000,4,"L2",32,25.6,"Yes"
"Desktop",90,423,2,4,3200,2,"L2",32,25.6,"Yes"
"Desktop",32,64,2,2,2500,3,"SmartCache",32,17,"Yes"
"Desktop",32,86.5,2,2,2800,3,"SmartCache",16.38,17,"Yes"
"Desktop",45,71.5,2,4,2930,2,"L2",32,25.6,"Yes"
"Desktop",45,67,2,4,2700,2,"L2",32,25.6,"Yes"
"Desktop",65,74,2,4,3000,4,"L2",32,25.6,"Yes"
"Desktop",90,316,2,4,3000,2,"L2",32,25.6,"Yes"
"Desktop",45,67,2,4,2600,2,"L2",32,25.6,"Yes"
"Desktop",65,999,2,4,3730,4,"L2",32,25.6,"Yes"
"Desktop",90,74,2,4,2800,2,"L2",32,25.6,"Yes"
"Desktop",45,77,2,4,2800,2,"L2",32,25.6,"Yes"
"Desktop",45,72,2,4,2500,2,"L2",32,25.6,"Yes"
"Desktop",65,999,2,4,3460,4,"L2",32,25.6,"Yes"
"Desktop",65,74,2,4,2800,4,"L2",32,25.6,"Yes"
"Desktop",90,93,2,4,2660,2,"L2",32,25.6,"Yes"
"Desktop",22,42,2,2,2300,2,"SmartCache",32,21,"Yes"
"Desktop",22,41,2,2,2700,2,"SmartCache",32,21,"Yes"
"Desktop",22,42,2,2,2400,2,"SmartCache",32,21,"Yes"
"Desktop",22,42,2,2,2700,2,"SmartCache",32,21.3,"Yes"
"Desktop",22,52,2,2,2800,2,"SmartCache",32,21,"Yes"
"Desktop",22,42,2,2,2400,2,"SmartCache",32,21.3,"Yes"
"Embedded",22,42,2,2,2200,2,"SmartCache",32,21.3,"Yes"
"Desktop",22,52,2,2,2800,2,"SmartCache",32,21.3,"Yes"
"Desktop",22,42,2,2,2800,2,NA,32,21.3,"Yes"
"Desktop",22,42,2,2,2500,2,NA,32,21.3,"Yes"
"Desktop",22,52,2,2,2900,2,NA,32,21.3,"Yes"
"Desktop",14,42,2,2,2800,2,"SmartCache",64,34.1,"Yes"
"Embedded",14,107,2,2,2400,2,"SmartCache",64,34.1,"Yes"
"Embedded",14,42,2,2,2300,2,"SmartCache",64,34.1,"Yes"
"Desktop",14,52,2,2,2900,2,"SmartCache",64,34.1,"Yes"
"Embedded",14,107,2,2,1600,2,"SmartCache",64,34.1,"Yes"
"Desktop",14,42,2,2,2900,2,NA,64,25.6,"Yes"
"Desktop",NA,42,2,2,2900,2,NA,64,25.6,"Yes"
"Desktop",14,42,2,2,2700,2,NA,64,25.6,"Yes"
"Desktop",NA,42,2,2,2700,2,NA,64,25.6,"Yes"
"Desktop",14,52,2,2,3000,2,NA,64,25.6,"Yes"
"Desktop",22,72,2,2,2410,1,"L2",8,25.6,"Yes"
"Desktop",22,82,4,4,2000,2,"L2",8,25.6,"Yes"
"Desktop",14,107,2,2,1600,2,"L2",8,25.6,"Yes"
"Desktop",14,107,2,2,2000,2,NA,8,25.6,"Yes"
"Desktop",14,107,4,4,1500,2,NA,8,25.6,"Yes"
"Mobile",22,107,2,2,1600,1,NA,4,25.6,"Yes"
"Mobile",22,107,2,2,1580,1,NA,4,25.6,"Yes"
"Mobile",22,107,2,2,1580,1,"L2",4,10.66,"Yes"
"Mobile",22,107,2,2,2160,1,NA,8,25.6,"Yes"
"Mobile",22,107,2,2,2160,1,"L2",8,21.32,"Yes"
"Mobile",22,107,4,4,1830,2,NA,8,25.6,"Yes"
"Mobile",22,107,4,4,1830,2,"L2",8,21.32,"Yes"
"Mobile",14,107,4,4,1100,2,"L2",8,25.6,"Yes"
"Mobile",14,107,2,2,1100,2,"L2",8,25.6,"Yes"
"Mobile",14,107,4,4,1600,2,"L2",8,25.6,"Yes"
"Mobile",14,107,4,4,1600,2,"L2",8,25.6,"Yes"
"Mobile",14,107,2,2,1600,2,"L2",8,25.6,"Yes"
"Mobile",14,107,2,2,1600,2,"L2",8,25.6,"Yes"
"Mobile",14,107,2,2,1040,2,"L2",8,25.6,"Yes"
"Mobile",14,107,2,2,1040,2,"L2",8,25.6,"Yes"
"Mobile",14,107,2,2,1700,2,NA,16,25.6,"Yes"
"Mobile",14,107,2,2,1700,2,NA,16,25.6,"Yes"
"Mobile",14,107,2,2,1900,2,NA,16,25.6,"Yes"
"Mobile",14,107,2,2,1600,2,"SmartCache",32,34.1,"Yes"
"Mobile",14,107,2,2,2000,2,"SmartCache",32,34.1,"Yes"
"Mobile",14,107,2,2,1800,2,"SmartCache",32,34.1,"Yes"
"Mobile",14,107,2,2,2200,2,"SmartCache",32,34.1,"Yes"
"Mobile",14,281,2,4,1200,4,"SmartCache",16,29.8,"Yes"
"Mobile",14,281,2,4,2500,3,"SmartCache",32,34.1,"Yes"
"Mobile",14,304,2,4,2200,4,NA,32,34.1,"Yes"
"Mobile",14,250,4,4,2500,6,NA,64,34.1,"Yes"
"Mobile",14,281,2,4,2600,3,"SmartCache",32,34.1,"Yes"
"Mobile",14,304,2,4,2300,4,NA,32,34.1,"Yes"
"Desktop",14,182,4,4,3000,6,"SmartCache",64,25.6,"Yes"
"Desktop",14,184.5,4,4,2400,6,"SmartCache",64,25.6,"Yes"
"Embedded",14,250,4,4,2900,6,NA,64,34.1,"Yes"
"Embedded",14,250,4,4,2100,6,NA,64,34.1,"Yes"
"Desktop",14,197,4,4,2700,6,"SmartCache",64,25.6,"Yes"
"Desktop",14,197,4,4,3400,6,"SmartCache",64,25.6,"Yes"
"Desktop",14,218.5,4,4,3500,6,"SmartCache",64,25.6,"Yes"
"Desktop",14,218.5,4,4,2800,6,"SmartCache",64,25.6,"Yes"
"Desktop",14,242.5,4,4,3800,6,"SmartCache",64,25.6,"Yes"
"Mobile",22,1096,4,8,2900,8,"SmartCache",32,25.6,"Yes"
"Desktop",32,594,6,12,3200,12,"SmartCache",64.23,51.2,"Yes"
"Mobile",22,1096,4,8,3000,8,"SmartCache",32,25.6,"Yes"
"Desktop",32,1059,6,12,3300,15,"SmartCache",64,51.2,"Yes"
"Desktop",32,1059,6,12,3500,15,"SmartCache",64.45,51.2,"Yes"
"Desktop",22,332,4,8,3700,10,"SmartCache",64,59.7,"Yes"
"Desktop",22,594,6,12,3400,12,"SmartCache",64,59.7,"Yes"
"Desktop",22,1059,6,12,3600,15,"SmartCache",64,59.7,"Yes"
"Desktop",22,392.5,6,12,3300,15,"SmartCache",64,68,"Yes"
"Desktop",22,588.5,6,12,3500,15,"SmartCache",64,68,"Yes"
"Desktop",22,1029,8,16,3000,20,"SmartCache",64,68,"Yes"
"Desktop",14,437.5,6,12,3400,15,NA,128,25.6,"Yes"
"Desktop",14,622.5,6,12,3600,15,NA,128,25.6,"Yes"
"Desktop",14,1099,8,16,3200,20,NA,128,25.6,"Yes"
"Desktop",14,1733,10,20,3000,25,NA,128,25.6,"Yes"
"Desktop",14,242.5,4,4,4000,6,NA,64,25.6,NA
"Desktop",14,344.5,4,8,4300,8,NA,64,25.6,NA
"Desktop",14,386,6,12,3500,8.25,"L3",128,25.6,"Yes"
"Desktop",14,994,10,20,3300,13.75,"L3",128,25.6,"Yes"
"Desktop",14,594,8,16,3600,11,"L3",128,25.6,"Yes"
"Desktop",14,1194,12,24,2900,16.5,"L3",128,25.6,"Yes"
"Mobile",14,409,4,8,1900,8,"SmartCache",32,34.1,"Yes"
"Mobile",14,297,4,8,1700,6,"SmartCache",32,34.1,"Yes"
"Mobile",14,393,2,4,2700,4,"SmartCache",32,34.1,"Yes"
"Mobile",14,415,2,4,2400,4,NA,32,34.1,"Yes"
"Mobile",14,393,2,4,2800,4,"SmartCache",32,34.1,"Yes"
"Mobile",14,415,2,4,2500,4,NA,32,34.1,"Yes"
"Desktop",14,307.5,4,8,2900,8,"SmartCache",64,25.6,"Yes"
"Desktop",14,344.5,4,8,4200,8,"SmartCache",64,25.6,"Yes"
